Nodes,Weights
0.9998248879471319,0.0004493809602922429
0.9990774599773758,0.001045812679340399
0.997733248625514,0.0016425030186689989
0.9957927585349812,0.0022382884309626165
0.9932571129002129,0.002832751471458051
0.9901278184917344,0.0034255260409102434
0.9864067427245862,0.004016254983738681
0.9820961084357185,0.004604584256702957
0.9771984914639074,0.005190161832676298
0.9717168187471366,0.005772637542865717
0.9656543664319652,0.006351663161707209
0.9590147578536999,0.006926892566898786
0.9518019613412644,0.007497981925634748
0.9440202878302202,0.008064589890486031
0.9356743882779164,0.008626377798616726
0.9267692508789478,0.009183009871660921
0.9173101980809605,0.009734153415006837
0.9073028834017568,0.010279479015832201
0.8967532880491582,0.010818660739503069
0.8856677173453972,0.011351376324080429
0.8740527969580318,0.011877307372740255
0.8619154689395485,0.012396139543950892
0.849262987577969,0.01290756273926733
0.8361029150609068,0.013411271288616326
0.8224431169556439,0.013906964132951978
0.8082917575079137,0.014394345004166845
0.7936572947621933,0.014873122602147298
0.7785484755064119,0.015343010768865132
0.7629743300440948,0.015803728659399326
0.746944166797062,0.016255000909785173
0.7304675667419088,0.016696557801589205
0.7135543776835874,0.017128135423111392
0.6962147083695144,0.017549475827117682
0.6784589224477192,0.0179603271850087
0.660297632272646,0.01836044393733136
0.6417416925623075,0.018749586940544703
0.6228021939105849,0.01912752360995098
0.6034904561585486,0.019494028058706654
0.5838180216287631,0.019848881232830885
0.5637966482266181,0.020191871042130025
0.5434383024128103,0.02052279248696013
0.5227551520511755,0.02084144778075112
0.5017595591361445,0.021147646468221322
0.48046407240417205,0.02144120553920844
0.4588814198335522,0.021721949538052104
0.43702450103710416,0.021989710668460474
0.414906379552275,0.022244328893799785
0.39254027503326744,0.022485652032744986
0.369939555349859,0.02271353585023643
0.3471177285976355,0.02292784414368684
0.32408843502441337,0.023128448824387048
0.3008654388776772,0.023315229994062766
0.2774626201779044,0.023488076016535932
0.25389396642269435,0.023646883584447585
0.23017356422666002,0.023791557781003354
0.20631559090207918,0.023922012136703495
0.18233430598533718,0.024038168681024038
0.15824404271422493,0.024139957989019255
0.13405919946118777,0.024227319222815246
0.10979423112764375,0.02430020016797183
0.08546364050451549,0.024358557264690682
0.061081969604139585,0.024402355633849588
0.03666379096873351,0.024431569097850044
0.012223698960615759,0.024446180196262518
-0.012223698960615814,0.024446180196262518
-0.03666379096873351,0.024431569097850044
-0.061081969604139585,0.02440235563384958
-0.08546364050451549,0.024358557264690682
-0.10979423112764375,0.02430020016797183
-0.13405919946118772,0.024227319222815246
-0.15824404271422488,0.024139957989019255
-0.18233430598533718,0.024038168681024038
-0.20631559090207918,0.023922012136703495
-0.23017356422666002,0.023791557781003354
-0.25389396642269435,0.023646883584447585
-0.27746262017790446,0.023488076016535932
-0.30086543887767725,0.023315229994062766
-0.3240884350244133,0.023128448824387048
-0.34711772859763546,0.02292784414368684
-0.369939555349859,0.02271353585023643
-0.3925402750332674,0.022485652032744986
-0.41490637955227494,0.022244328893799785
-0.4370245010371041,0.021989710668460474
-0.45888141983355224,0.021721949538052104
-0.480464072404172,0.02144120553920844
-0.5017595591361443,0.021147646468221322
-0.5227551520511755,0.02084144778075112
-0.5434383024128104,0.02052279248696013
-0.5637966482266181,0.020191871042130025
-0.5838180216287632,0.019848881232830885
-0.6034904561585486,0.019494028058706654
-0.622802193910585,0.01912752360995098
-0.6417416925623076,0.018749586940544703
-0.6602976322726462,0.01836044393733136
-0.6784589224477191,0.0179603271850087
-0.6962147083695145,0.017549475827117682
-0.7135543776835873,0.017128135423111392
-0.7304675667419089,0.016696557801589205
-0.746944166797062,0.016255000909785173
-0.7629743300440948,0.015803728659399326
-0.7785484755064118,0.015343010768865132
-0.7936572947621934,0.014873122602147298
-0.8082917575079138,0.014394345004166845
-0.8224431169556439,0.013906964132951978
-0.836102915060907,0.013411271288616326
-0.8492629875779691,0.01290756273926733
-0.8619154689395485,0.012396139543950892
-0.8740527969580318,0.011877307372740255
-0.8856677173453971,0.011351376324080429
-0.8967532880491582,0.010818660739503069
-0.9073028834017567,0.010279479015832201
-0.9173101980809606,0.009734153415006837
-0.9267692508789478,0.009183009871660921
-0.9356743882779164,0.008626377798616726
-0.9440202878302202,0.008064589890486031
-0.9518019613412645,0.007497981925634748
-0.9590147578537,0.006926892566898786
-0.9656543664319652,0.006351663161707209
-0.9717168187471366,0.005772637542865717
-0.9771984914639074,0.005190161832676298
-0.9820961084357185,0.004604584256702957
-0.9864067427245862,0.004016254983738681
-0.9901278184917344,0.0034255260409102434
-0.993257112900213,0.002832751471458051
-0.9957927585349813,0.0022382884309626165
-0.9977332486255142,0.0016425030186689989
-0.999077459977376,0.001045812679340399
-0.9998248879471319,0.0004493809602922429
